Hospital_Name,Quarter,Year,State,Acute_Care_Medicare_Patient_Days,Acute_Care_Medicaid_Patient_Days,Acute_Care_Self_Pay_Patient_Days,Acute_Care_Commercial_Patient_Days,Acute_Care_Other_Patient_Days,Acute_Care_Total_Patient_Days,Swing_Bed_Medicare_Patient_Days,Swing_Bed_Medicaid_Patient_Days,Swing_Bed_Self_Pay_Patient_Days,Swing_Bed_Commercial_Patient_Days,Swing_Bed_Other_Patient_Days,Swing_Bed_Total_Patient_Days,SNF_Medicare_Patient_Days,SNF_Medicaid_Patient_Days,SNF_Self_Pay_Patient_Days,SNF_Commercial_Patient_Days,SNF_Other_Patient_Days,SNF_Total_Patient_Days,Psych_Rehab_CDU_Medicare_Patient_Days,Psych_Rehab_CDU_Medicaid_Patient_Days,Psych_Rehab_CDU_Self_Pay_Patient_Days,Psych_Rehab_CDU_Commercial_Patient_Days,Psych_Rehab_CDU_Other_Patient_Days,Psych_Rehab_CDU_Total_Patient_Days,Total_Medicare_Patient_Days,Total_Medicaid_Patient_Days,Total_Self_Pay_Patient_Days,Total_Commercial_Patient_Days,Total_Other_Patient_Days,Total_Patient_Days,Total_Newborn_Days
PeaceHealth Peace Island Medical Center,4,2018,Washington,46.0,13.0,0.0,0.0,2.0,61.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,46.0,13.0,0.0,0.0,2.0,61.0,0.0
PeaceHealth Sacred Heart Medical Center - RiverBend,1,2018,Oregon,16988.0,7579.0,-78.0,0.0,6637.0,31126.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,16988.0,7579.0,-78.0,0.0,6637.0,31126.0,961.0
PeaceHealth Sacred Heart Medical Center - RiverBend,2,2018,Oregon,16203.0,6778.0,138.0,0.0,6578.0,29697.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,16203.0,6778.0,138.0,0.0,6578.0,29697.0,1101.0
PeaceHealth Sacred Heart Medical Center - RiverBend,3,2018,Oregon,15810.0,7066.0,403.0,0.0,7280.0,30559.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15810.0,7066.0,403.0,0.0,7280.0,30559.0,1139.0
PeaceHealth Sacred Heart Medical Center - RiverBend,4,2018,Oregon,15885.0,7805.0,130.0,0.0,7219.0,31039.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15885.0,7805.0,130.0,0.0,7219.0,31039.0,1046.0
PeaceHealth Sacred Heart Medical Center - University District,1,2018,Oregon,3592.0,1873.0,-31.0,0.0,943.0,6377.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3592.0,1873.0,-31.0,0.0,943.0,6377.0,0.0
PeaceHealth Sacred Heart Medical Center - University District,2,2018,Oregon,3206.0,1955.0,10.0,0.0,834.0,6005.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3206.0,1955.0,10.0,0.0,834.0,6005.0,0.0
PeaceHealth Sacred Heart Medical Center - University District,3,2018,Oregon,2893.0,1755.0,115.0,0.0,703.0,5466.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2893.0,1755.0,115.0,0.0,703.0,5466.0,0.0
PeaceHealth Sacred Heart Medical Center - University District,4,2018,Oregon,2514.0,1847.0,16.0,0.0,1104.0,5481.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2514.0,1847.0,16.0,0.0,1104.0,5481.0,0.0
PeaceHealth Southwest Medical Center,1,2018,Washington,12730.0,4900.0,0.0,0.0,4466.0,22096.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,614.0,131.0,0,0.0,106.0,851.0,13344.0,5031.0,0.0,0.0,4572.0,22947.0,1300.0
PeaceHealth Southwest Medical Center,2,2018,Washington,10781.0,4725.0,0.0,0.0,4556.0,20062.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,338.0,142.0,0,0.0,136.0,616.0,11119.0,4867.0,0.0,0.0,4692.0,20678.0,1471.0
PeaceHealth Southwest Medical Center,3,2018,Washington,10989.0,5050.0,0.0,0.0,4681.0,20720.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,443.0,153.0,0,0.0,114.0,710.0,11432.0,5203.0,0.0,0.0,4795.0,21430.0,2074.0
PeaceHealth Southwest Medical Center,4,2018,Washington,11166.0,4707.0,0.0,0.0,4861.0,20734.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,651.0,177.0,0,0.0,162.0,990.0,11817.0,4884.0,0.0,0.0,5023.0,21724.0,1645.0
PeaceHealth St John Medical Center,1,2018,Washington,4805.0,1768.0,0.0,0.0,784.0,7357.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,4805.0,1768.0,0.0,0.0,784.0,7357.0,418.0
PeaceHealth St John Medical Center,2,2018,Washington,4776.0,1813.0,0.0,0.0,708.0,7297.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,4776.0,1813.0,0.0,0.0,708.0,7297.0,423.0
PeaceHealth St John Medical Center,3,2018,Washington,3949.0,2078.0,0.0,0.0,766.0,6793.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3949.0,2078.0,0.0,0.0,766.0,6793.0,422.0
PeaceHealth St John Medical Center,4,2018,Washington,4479.0,2150.0,0.0,0.0,981.0,7610.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,4479.0,2150.0,0.0,0.0,981.0,7610.0,398.0
PeaceHealth St Joseph Medical Center,1,2018,Washington,9762.0,3242.0,0.0,0.0,2991.0,15995.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1264.0,492.0,0,0.0,262.0,2018.0,11026.0,3734.0,0.0,0.0,3253.0,18013.0,937.0
PeaceHealth St Joseph Medical Center,2,2018,Washington,9342.0,3359.0,0.0,0.0,3098.0,15799.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1079.0,523.0,0,0.0,262.0,1864.0,10421.0,3882.0,0.0,0.0,3360.0,17663.0,833.0
PeaceHealth St Joseph Medical Center,3,2018,Washington,9388.0,3202.0,0.0,0.0,3333.0,15923.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1172.0,490.0,0,0.0,387.0,2049.0,10560.0,3692.0,0.0,0.0,3720.0,17972.0,887.0
PeaceHealth St Joseph Medical Center,4,2018,Washington,9287.0,2898.0,0.0,0.0,3075.0,15260.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,743.0,395.0,0,0.0,125.0,1263.0,10030.0,3293.0,0.0,0.0,3200.0,16523.0,746.0
PeaceHealth United General Medical Center,1,2018,Washington,491.0,66.0,0.0,0.0,59.0,616.0,225,163,0,0.0,11,399,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,716.0,229.0,0.0,0.0,70.0,1015.0,0.0
PeaceHealth United General Medical Center,2,2018,Washington,347.0,60.0,0.0,0.0,36.0,443.0,244,116,0,0.0,-12,348,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,591.0,176.0,0.0,0.0,24.0,791.0,0.0
PeaceHealth United General Medical Center,3,2018,Washington,268.0,46.0,0.0,0.0,76.0,390.0,290,100,0,0.0,-3,387,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,558.0,146.0,0.0,0.0,73.0,777.0,0.0
PeaceHealth United General Medical Center,4,2018,Washington,307.0,80.0,0.0,0.0,17.0,404.0,318,31,0,0.0,22,371,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,625.0,111.0,0.0,0.0,39.0,775.0,0.0
Pioneer Memorial Hospital - Heppner,1,2018,Oregon,27.0,10.0,0.0,0.0,2.0,39.0,16,332,180,0.0,15,543,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,43.0,342.0,180.0,0.0,17.0,582.0,0.0
Pioneer Memorial Hospital - Heppner,2,2018,Oregon,45.0,3.0,0.0,0.0,0.0,48.0,67,214,122,0.0,0,403,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,112.0,217.0,122.0,0.0,0.0,451.0,0.0
Pioneer Memorial Hospital - Heppner,3,2018,Oregon,26.0,92.0,30.0,0.0,0.0,148.0,84,250,78,0.0,0,412,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,110.0,342.0,108.0,0.0,0.0,560.0,0.0
Pioneer Memorial Hospital - Heppner,4,2018,Oregon,35.0,3.0,0.0,0.0,0.0,38.0,69,317,146,0.0,0,532,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,104.0,320.0,146.0,0.0,0.0,570.0,0.0
Providence Centralia Hospital,1,2018,Washington,3348.0,1127.0,0.0,0.0,681.0,5156.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3348.0,1127.0,0.0,0.0,681.0,5156.0,238.0
Providence Centralia Hospital,2,2018,Washington,2767.0,1025.0,0.0,0.0,534.0,4326.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2767.0,1025.0,0.0,0.0,534.0,4326.0,299.0
Providence Centralia Hospital,3,2018,Washington,2552.0,1120.0,0.0,0.0,624.0,4296.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2552.0,1120.0,0.0,0.0,624.0,4296.0,307.0
Providence Centralia Hospital,4,2018,Washington,2742.0,1034.0,0.0,0.0,698.0,4474.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2742.0,1034.0,0.0,0.0,698.0,4474.0,249.0
Providence Hood River Memorial Hospital,1,2018,Oregon,560.0,194.0,25.0,0.0,251.0,1030.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,560.0,194.0,25.0,0.0,251.0,1030.0,187.0
Providence Hood River Memorial Hospital,2,2018,Oregon,559.0,253.0,14.0,0.0,239.0,1065.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,559.0,253.0,14.0,0.0,239.0,1065.0,196.0
Providence Hood River Memorial Hospital,3,2018,Oregon,462.0,257.0,33.0,0.0,302.0,1054.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,462.0,257.0,33.0,0.0,302.0,1054.0,215.0
Providence Hood River Memorial Hospital,4,2018,Oregon,465.0,231.0,27.0,0.0,263.0,986.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,465.0,231.0,27.0,0.0,263.0,986.0,189.0
Providence Medford Medical Center,1,2018,Oregon,4100.0,1187.0,53.0,0.0,1064.0,6404.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,362.0,116.0,0,0.0,142.0,620.0,4462.0,1303.0,53.0,0.0,1206.0,7024.0,239.0
Providence Medford Medical Center,2,2018,Oregon,4027.0,1226.0,29.0,0.0,850.0,6132.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,355.0,45.0,0,0.0,67.0,467.0,4382.0,1271.0,29.0,0.0,917.0,6599.0,375.0
Providence Medford Medical Center,3,2018,Oregon,3649.0,1312.0,39.0,0.0,765.0,5765.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,358.0,29.0,0,0.0,138.0,525.0,4007.0,1341.0,39.0,0.0,903.0,6290.0,260.0
Providence Medford Medical Center,4,2018,Oregon,4202.0,1186.0,24.0,0.0,1011.0,6423.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,297.0,91.0,0,0.0,32.0,420.0,4499.0,1277.0,24.0,0.0,1043.0,6843.0,256.0
Providence Milwaukie Hospital,1,2018,Oregon,2807.0,486.0,38.0,0.0,542.0,3873.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2807.0,486.0,38.0,0.0,542.0,3873.0,0.0
Providence Milwaukie Hospital,2,2018,Oregon,2910.0,420.0,15.0,0.0,381.0,3726.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2910.0,420.0,15.0,0.0,381.0,3726.0,0.0
Providence Milwaukie Hospital,3,2018,Oregon,2593.0,526.0,58.0,0.0,375.0,3552.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2593.0,526.0,58.0,0.0,375.0,3552.0,0.0
Providence Milwaukie Hospital,4,2018,Oregon,2816.0,363.0,22.0,0.0,585.0,3786.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2816.0,363.0,22.0,0.0,585.0,3786.0,0.0
Providence Newberg Medical Center,1,2018,Oregon,1286.0,389.0,66.0,0.0,550.0,2291.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1286.0,389.0,66.0,0.0,550.0,2291.0,287.0
Providence Newberg Medical Center,2,2018,Oregon,1153.0,301.0,63.0,0.0,372.0,1889.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1153.0,301.0,63.0,0.0,372.0,1889.0,218.0
Providence Newberg Medical Center,3,2018,Oregon,956.0,318.0,25.0,0.0,533.0,1832.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,956.0,318.0,25.0,0.0,533.0,1832.0,260.0
Providence Newberg Medical Center,4,2018,Oregon,1164.0,295.0,46.0,0.0,512.0,2017.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1164.0,295.0,46.0,0.0,512.0,2017.0,222.0
Providence Portland Medical Center,1,2018,Oregon,11437.0,6767.0,278.0,0.0,5857.0,24339.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1777.0,873.0,16,0.0,1152.0,3818.0,13214.0,7640.0,294.0,0.0,7009.0,28157.0,2314.0
Providence Portland Medical Center,2,2018,Oregon,11867.0,5929.0,254.0,0.0,5179.0,23229.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1706.0,773.0,48,0.0,1049.0,3576.0,13573.0,6702.0,302.0,0.0,6228.0,26805.0,2180.0
Providence Portland Medical Center,3,2018,Oregon,11507.0,6001.0,349.0,0.0,4945.0,22802.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1872.0,893.0,41,0.0,1090.0,3896.0,13379.0,6894.0,390.0,0.0,6035.0,26698.0,2195.0
Providence Portland Medical Center,4,2018,Oregon,11674.0,6669.0,251.0,0.0,5779.0,24373.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1825.0,817.0,27,0.0,1130.0,3799.0,13499.0,7486.0,278.0,0.0,6909.0,28172.0,2022.0
Providence Regional Medical Center Everett,1,2018,Washington,21130.0,9125.0,0.0,0.0,9957.0,40212.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,21130.0,9125.0,0.0,0.0,9957.0,40212.0,1411.0
Providence Regional Medical Center Everett,2,2018,Washington,19439.0,7890.0,0.0,0.0,10499.0,37828.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,19439.0,7890.0,0.0,0.0,10499.0,37828.0,1484.0
Providence Regional Medical Center Everett,3,2018,Washington,19667.0,8267.0,0.0,0.0,9946.0,37880.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,19667.0,8267.0,0.0,0.0,9946.0,37880.0,1620.0
Providence Regional Medical Center Everett,4,2018,Washington,20503.0,7289.0,0.0,0.0,9837.0,37629.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,20503.0,7289.0,0.0,0.0,9837.0,37629.0,1437.0
Providence Seaside Hospital,1,2018,Oregon,381.0,103.0,15.0,0.0,104.0,603.0,209,7,0,0.0,25,241,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,590.0,110.0,15.0,0.0,129.0,844.0,47.0
Providence Seaside Hospital,2,2018,Oregon,333.0,128.0,3.0,0.0,53.0,517.0,212,28,0,0.0,0,240,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,545.0,156.0,3.0,0.0,53.0,757.0,56.0
Providence Seaside Hospital,3,2018,Oregon,336.0,116.0,3.0,0.0,70.0,525.0,227,52,0,0.0,26,305,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,563.0,168.0,3.0,0.0,96.0,830.0,46.0
Providence Seaside Hospital,4,2018,Oregon,295.0,128.0,10.0,0.0,65.0,498.0,194,15,0,0.0,45,254,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,489.0,143.0,10.0,0.0,110.0,752.0,43.0
Providence St. Peter Hospital,1,2018,Washington,15248.0,4773.0,0.0,0.0,5518.0,25539.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15248.0,4773.0,0.0,0.0,5518.0,25539.0,1209.0
Providence St. Peter Hospital,2,2018,Washington,14392.0,4921.0,0.0,0.0,5568.0,24881.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,14392.0,4921.0,0.0,0.0,5568.0,24881.0,1307.0
Providence St. Peter Hospital,3,2018,Washington,14775.0,4399.0,0.0,0.0,5309.0,24483.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,14775.0,4399.0,0.0,0.0,5309.0,24483.0,1298.0
Providence St. Peter Hospital,4,2018,Washington,15269.0,4919.0,0.0,0.0,5587.0,25775.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15269.0,4919.0,0.0,0.0,5587.0,25775.0,1203.0
Providence St. Vincent Medical Center,1,2018,Oregon,15405.0,5354.0,-17.0,0.0,9817.0,30559.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15405.0,5354.0,-17.0,0.0,9817.0,30559.0,3936.0
Providence St. Vincent Medical Center,2,2018,Oregon,14805.0,4482.0,251.0,0.0,9401.0,28939.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,14805.0,4482.0,251.0,0.0,9401.0,28939.0,3724.0
Providence St. Vincent Medical Center,3,2018,Oregon,14912.0,4909.0,270.0,0.0,9585.0,29676.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,14912.0,4909.0,270.0,0.0,9585.0,29676.0,3827.0
Providence St. Vincent Medical Center,4,2018,Oregon,15164.0,4504.0,368.0,0.0,9898.0,29934.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15164.0,4504.0,368.0,0.0,9898.0,29934.0,3298.0
Providence Willamette Falls Medical Center,1,2018,Oregon,1524.0,1494.0,38.0,0.0,1203.0,4259.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1524.0,1494.0,38.0,0.0,1203.0,4259.0,444.0
Providence Willamette Falls Medical Center,2,2018,Oregon,1440.0,1303.0,53.0,0.0,1535.0,4331.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1440.0,1303.0,53.0,0.0,1535.0,4331.0,453.0
Providence Willamette Falls Medical Center,3,2018,Oregon,1269.0,1125.0,38.0,0.0,1321.0,3753.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1269.0,1125.0,38.0,0.0,1321.0,3753.0,397.0
Providence Willamette Falls Medical Center,4,2018,Oregon,1326.0,1258.0,13.0,0.0,1309.0,3906.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1326.0,1258.0,13.0,0.0,1309.0,3906.0,405.0
Public Hospital District #1-A of Whitman County,1,2018,Washington,417.0,155.0,0.0,0.0,261.0,833.0,49,0,0,0.0,0,49,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,466.0,155.0,0.0,0.0,261.0,882.0,145.0
Public Hospital District #1-A of Whitman County,2,2018,Washington,293.0,187.0,0.0,0.0,295.0,775.0,22,0,0,0.0,0,22,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,315.0,187.0,0.0,0.0,295.0,797.0,190.0
Public Hospital District #1-A of Whitman County,3,2018,Washington,351.0,127.0,0.0,0.0,305.0,783.0,102,0,0,0.0,0,102,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,453.0,127.0,0.0,0.0,305.0,885.0,193.0
Public Hospital District #1-A of Whitman County,4,2018,Washington,368.0,121.0,0.0,0.0,435.0,924.0,90,0,0,0.0,0,90,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,458.0,121.0,0.0,0.0,435.0,1014.0,175.0
Public Hospital District 2 dba Willapa Harbor Hos,1,2018,Washington,141.0,25.0,0.0,0.0,28.0,194.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,141.0,25.0,0.0,0.0,28.0,194.0,0.0
Public Hospital District 2 dba Willapa Harbor Hos,2,2018,Washington,174.0,14.0,0.0,0.0,38.0,226.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,174.0,14.0,0.0,0.0,38.0,226.0,0.0
Public Hospital District 2 dba Willapa Harbor Hos,3,2018,Washington,104.0,16.0,0.0,0.0,22.0,142.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,104.0,16.0,0.0,0.0,22.0,142.0,0.0
Public Hospital District 2 dba Willapa Harbor Hos,4,2018,Washington,152.0,11.0,0.0,0.0,15.0,178.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,152.0,11.0,0.0,0.0,15.0,178.0,0.0
Public Hospital District No 1 of Mason County WA,1,2018,Washington,703.0,233.0,0.0,0.0,187.0,1123.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,703.0,233.0,0.0,0.0,187.0,1123.0,89.0
Public Hospital District No 1 of Mason County WA,2,2018,Washington,524.0,263.0,0.0,0.0,149.0,936.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,524.0,263.0,0.0,0.0,149.0,936.0,175.0
Public Hospital District No 1 of Mason County WA,3,2018,Washington,529.0,294.0,0.0,0.0,172.0,995.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,529.0,294.0,0.0,0.0,172.0,995.0,118.0
Public Hospital District No 1 of Mason County WA,4,2018,Washington,741.0,314.0,0.0,0.0,130.0,1185.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,741.0,314.0,0.0,0.0,130.0,1185.0,119.0
Quincy Valley Medical Center,1,2018,Washington,16.0,0.0,0.0,0.0,0.0,16.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0
Quincy Valley Medical Center,2,2018,Washington,5.0,5.0,0.0,0.0,0.0,10.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0
Quincy Valley Medical Center,3,2018,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quincy Valley Medical Center,4,2018,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCCH Trios Health LLC,1,2018,Washington,2815.0,1090.0,0.0,0.0,884.0,4789.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2815.0,1090.0,0.0,0.0,884.0,4789.0,782.0
RCCH Trios Health LLC,2,2018,Washington,2522.0,1110.0,0.0,0.0,787.0,4419.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2522.0,1110.0,0.0,0.0,787.0,4419.0,985.0
RCCH Trios Health LLC,3,2018,Washington,2023.0,1033.0,0.0,0.0,1372.0,4428.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2023.0,1033.0,0.0,0.0,1372.0,4428.0,620.0
RCCH Trios Health LLC,4,2018,Washington,2467.0,924.0,0.0,0.0,1578.0,4969.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2467.0,924.0,0.0,0.0,1578.0,4969.0,515.0
Rainier Springs,4,2018,Washington,199.0,447.0,0.0,0.0,505.0,1151.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,199.0,447.0,0.0,0.0,505.0,1151.0,0.0
Regional Hospital for Respiratory & Complex Care,1,2018,Washington,975.0,67.0,0.0,0.0,650.0,1692.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,975.0,67.0,0.0,0.0,650.0,1692.0,0.0
Regional Hospital for Respiratory & Complex Care,2,2018,Washington,1394.0,89.0,0.0,0.0,-64.0,1419.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1394.0,89.0,0.0,0.0,-64.0,1419.0,0.0
Regional Hospital for Respiratory & Complex Care,3,2018,Washington,914.0,156.0,0.0,0.0,206.0,1276.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,914.0,156.0,0.0,0.0,206.0,1276.0,0.0
Regional Hospital for Respiratory & Complex Care,4,2018,Washington,786.0,89.0,0.0,0.0,455.0,1330.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,786.0,89.0,0.0,0.0,455.0,1330.0,0.0
SKAGIT REGIONAL HEALTH,1,2018,Washington,5081.0,1649.0,0.0,0.0,1198.0,7928.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,232.0,551.0,0,0.0,227.0,1010.0,5313.0,2200.0,0.0,0.0,1425.0,8938.0,473.0
SKAGIT REGIONAL HEALTH,2,2018,Washington,4792.0,1723.0,0.0,0.0,1396.0,7911.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,305.0,463.0,0,0.0,151.0,919.0,5097.0,2186.0,0.0,0.0,1547.0,8830.0,506.0
