State,Hospital_Name,Year,Quarter,Acute_Care_Medicare_Discharges,Acute_Care_Medicaid_Discharges,Acute_Care_Self_Pay_Discharges,Acute_Care_Commercial_Discharges,Acute_Care_Other_Discharges,Acute_Care_Total_Discharges,Swing_Bed_Medicare_Discharges,Swing_Bed_Medicaid_Discharges,Swing_Bed_Self_Pay_Discharges,Swing_Bed_Commercial_Discharges,Swing_Bed_Other_Discharges,Swing_Bed_Total_Discharges,SNF_Subacute_LTC_Medicare_Discharges,SNF_Subacute_LTC_Medicaid_Discharges,SNF_Subacute_LTC_Self_Pay_Discharges,SNF_Subacute_LTC_Commercial_Discharges,SNF_Subacute_LTC_Other_Discharges,SNF_Subacute_LTC_Total_Discharges,Psych_Rehab_CDU_Medicare_Discharges,Psych_Rehab_CDU_Medicaid_Discharges,Psych_Rehab_CDU_Self_Pay_Discharges,Psych_Rehab_CDU_Commercial_Discharges,Psych_Rehab_CDU_Other_Discharges,Psych_Rehab_CDU_Total_Discharges,Total_Medicare_Discharges,Total_Medicaid_Discharges,Total_Self_Pay_Discharges,Total_Commercial_Discharges,Total_Other_Discharges,Total_Discharges,Total_Inpatient_Surgeries,Total_Births,Number_of_Admissions_from_ER,Emergency_Room_Visits,Outpatient_Surgery_Visits,Observation_Visits,Home_Health_Visits,Total_Outpatient_Visits
OR,Coquille Valley Hospital,2023,3,56.0,9,1,1.0,7,74.0,12,0,0,0.0,0,12,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,68.0,9,1,1.0,7,86.0,3.0,0,57.0,1588.0,134.0,32,0.0,0.0
OR,Coquille Valley Hospital,2023,4,78.0,11,0,8.0,7,104.0,10,1,0,0.0,0,11,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,88.0,12,0,8.0,7,115.0,1.0,0,55.0,1555.0,133.0,49,0.0,0.0
OR,Coquille Valley Hospital,2024,1,91.0,18,0,12.0,9,130.0,7,1,0,1.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,98.0,19,0,13.0,9,139.0,1.0,0,71.0,1591.0,102.0,33,0.0,0.0
OR,Coquille Valley Hospital,2024,2,93.0,14,0,12.0,11,130.0,6,1,0,1.0,0,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,99.0,15,0,13.0,11,138.0,0.0,0,81.0,1619.0,111.0,51,0.0,0.0
OR,Coquille Valley Hospital,2024,3,75.0,17,0,13.0,7,112.0,9,0,0,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,84.0,17,0,13.0,7,121.0,0.0,0,43.0,1661.0,119.0,50,0.0,16573.0
OR,Coquille Valley Hospital,2024,4,78.0,13,0,9.0,10,110.0,9,0,0,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,87.0,13,0,9.0,10,119.0,0.0,0,51.0,1619.0,131.0,66,0.0,19054.0
OR,Good Samaritan Regional Medical Center,2007,1,956.0,200,136,0.0,706,1998.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,40.0,39,4,0.0,105,188.0,996.0,239,140,0.0,811,2186.0,993.0,265,914.0,3989.0,1637.0,572,7911.0,33287.0
OR,Good Samaritan Regional Medical Center,2007,2,885.0,176,124,0.0,762,1947.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,59.0,53,7,0.0,94,213.0,944.0,229,131,0.0,856,2160.0,989.0,292,899.0,4372.0,1558.0,632,7857.0,34287.0
OR,Good Samaritan Regional Medical Center,2007,3,854.0,146,162,0.0,763,1925.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36.0,59,4,0.0,98,197.0,890.0,205,166,0.0,861,2122.0,960.0,302,922.0,4350.0,1511.0,545,7535.0,34757.0
OR,Good Samaritan Regional Medical Center,2007,4,904.0,183,137,0.0,769,1993.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,28.0,35,5,0.0,115,183.0,932.0,218,142,0.0,884,2176.0,1013.0,267,963.0,4255.0,1543.0,627,7943.0,34432.0
OR,Good Samaritan Regional Medical Center,2008,1,1006.0,216,118,0.0,728,2068.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,31.0,34,3,0.0,118,186.0,1037.0,250,121,0.0,846,2254.0,976.0,244,1037.0,4272.0,1483.0,631,8383.0,36534.0
OR,Good Samaritan Regional Medical Center,2008,2,960.0,192,106,0.0,784,2042.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,40.0,33,0,0.0,94,167.0,1000.0,225,106,0.0,878,2209.0,964.0,296,946.0,4373.0,1493.0,644,8200.0,36259.0
OR,Good Samaritan Regional Medical Center,2008,3,836.0,178,108,0.0,721,1843.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,41.0,36,1,0.0,108,186.0,877.0,214,109,0.0,829,2029.0,917.0,260,987.0,4121.0,1302.0,627,8351.0,34968.0
OR,Good Samaritan Regional Medical Center,2008,4,900.0,173,81,0.0,793,1947.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,52.0,40,0,0.0,97,189.0,952.0,213,81,0.0,890,2136.0,980.0,277,990.0,3919.0,1360.0,647,8169.0,33949.0
OR,Good Samaritan Regional Medical Center,2009,1,946.0,225,91,0.0,755,2017.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,51.0,29,0,0.0,123,203.0,997.0,254,91,0.0,878,2220.0,903.0,286,1115.0,3968.0,999.0,625,8725.0,35022.0
OR,Good Samaritan Regional Medical Center,2009,2,865.0,209,127,0.0,712,1913.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,30.0,31,2,0.0,123,186.0,895.0,240,129,0.0,835,2099.0,880.0,282,1031.0,4399.0,1126.0,588,8795.0,36067.0
OR,Good Samaritan Regional Medical Center,2009,3,944.0,217,110,0.0,725,1996.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,49.0,25,1,0.0,117,192.0,993.0,242,111,0.0,842,2188.0,965.0,300,1117.0,4105.0,1091.0,623,8655.0,35775.0
OR,Good Samaritan Regional Medical Center,2009,4,969.0,161,148,0.0,733,2011.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,54.0,33,1,0.0,87,175.0,1023.0,194,149,0.0,820,2186.0,956.0,244,1133.0,4194.0,1054.0,551,8768.0,35357.0
OR,Good Samaritan Regional Medical Center,2010,1,1041.0,275,118,0.0,670,2104.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,52.0,44,28,0.0,58,182.0,1093.0,319,146,0.0,728,2286.0,1104.0,256,1154.0,4135.0,1221.0,423,8565.0,42464.0
OR,Good Samaritan Regional Medical Center,2010,2,1138.0,270,153,0.0,713,2274.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,47.0,33,2,0.0,95,177.0,1185.0,303,155,0.0,808,2451.0,1207.0,281,1227.0,4426.0,1237.0,350,8954.0,43750.0
OR,Good Samaritan Regional Medical Center,2010,3,1141.0,258,114,0.0,601,2114.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,51.0,42,5,0.0,80,178.0,1192.0,300,119,0.0,681,2292.0,1148.0,250,1178.0,4316.0,1259.0,435,8811.0,43528.0
OR,Good Samaritan Regional Medical Center,2010,4,1152.0,265,111,0.0,640,2168.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,55.0,43,1,0.0,75,174.0,1207.0,308,112,0.0,715,2342.0,1138.0,287,1166.0,4340.0,1375.0,430,8723.0,44330.0
OR,Good Samaritan Regional Medical Center,2011,1,1164.0,312,113,0.0,674,2263.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,24.0,30,0,0.0,134,188.0,1188.0,342,113,0.0,808,2451.0,1151.0,276,1225.0,4649.0,1404.0,549,8877.0,46819.0
OR,Good Samaritan Regional Medical Center,2011,2,1121.0,284,105,0.0,658,2168.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,44.0,32,0,0.0,89,165.0,1165.0,316,105,0.0,747,2333.0,1043.0,254,1118.0,4838.0,1364.0,510,8977.0,46686.0
OR,Good Samaritan Regional Medical Center,2011,3,1115.0,300,97,0.0,697,2209.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,50.0,53,2,0.0,111,216.0,1165.0,353,99,0.0,808,2425.0,1103.0,280,1238.0,4512.0,1297.0,488,8004.0,43968.0
OR,Good Samaritan Regional Medical Center,2011,4,1128.0,242,123,0.0,699,2192.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,55.0,51,1,0.0,69,176.0,1183.0,293,124,0.0,768,2368.0,1073.0,253,1238.0,4395.0,1479.0,503,7930.0,43849.0
OR,Good Samaritan Regional Medical Center,2012,1,1151.0,253,100,0.0,674,2178.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,61.0,42,3,0.0,63,169.0,1212.0,295,103,0.0,737,2347.0,1021.0,262,1281.0,4649.0,1322.0,548,9752.0,46261.0
OR,Good Samaritan Regional Medical Center,2012,2,1148.0,215,117,0.0,676,2156.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,47.0,36,1,0.0,92,176.0,1195.0,251,118,0.0,768,2332.0,989.0,262,1227.0,4808.0,1385.0,557,9627.0,47119.0
OR,Good Samaritan Regional Medical Center,2012,3,1046.0,243,112,0.0,736,2137.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,64.0,62,0,0.0,74,200.0,1110.0,305,112,0.0,810,2337.0,994.0,305,1191.0,4608.0,1187.0,579,8268.0,47179.0
OR,Good Samaritan Regional Medical Center,2012,4,1117.0,234,123,0.0,655,2129.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,74.0,65,1,0.0,55,195.0,1191.0,299,124,0.0,710,2324.0,1086.0,244,1196.0,4593.0,1393.0,598,8462.0,51447.0
OR,Good Samaritan Regional Medical Center,2013,1,1076.0,290,143,0.0,712,2221.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,61.0,74,1,0.0,64,200.0,1137.0,364,144,0.0,776,2421.0,986.0,249,1258.0,4465.0,1557.0,320,8828.0,48902.0
OR,Good Samaritan Regional Medical Center,2013,2,1080.0,355,114,0.0,749,2298.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,52.0,82,2,0.0,74,210.0,1132.0,437,116,0.0,823,2508.0,1009.0,229,1233.0,4440.0,1266.0,386,8779.0,41760.0
OR,Good Samaritan Regional Medical Center,2013,3,1107.0,345,160,0.0,828,2440.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,64.0,79,5,0.0,68,216.0,1171.0,424,165,0.0,896,2656.0,1092.0,257,1283.0,4311.0,1271.0,365,8692.0,41439.0
OR,Good Samaritan Regional Medical Center,2013,4,1112.0,312,153,0.0,760,2337.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,42.0,63,3,0.0,47,155.0,1154.0,375,156,0.0,807,2492.0,1035.0,239,1284.0,4405.0,1424.0,625,9104.0,41989.0
OR,Good Samaritan Regional Medical Center,2014,1,1103.0,402,65,0.0,747,2317.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,50.0,70,3,0.0,67,190.0,1153.0,472,68,0.0,814,2507.0,1013.0,246,1172.0,4722.0,1317.0,524,9248.0,42253.0
OR,Good Samaritan Regional Medical Center,2014,2,1061.0,409,56,0.0,746,2272.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,45.0,77,1,0.0,62,185.0,1106.0,486,57,0.0,808,2457.0,971.0,267,1236.0,5329.0,1458.0,533,8635.0,42773.0
OR,Good Samaritan Regional Medical Center,2014,3,1037.0,411,56,0.0,707,2211.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,56.0,60,1,0.0,56,173.0,1093.0,471,57,0.0,763,2384.0,961.0,269,1204.0,5036.0,1369.0,470,7928.0,40603.0
OR,Good Samaritan Regional Medical Center,2014,4,1092.0,459,35,0.0,714,2300.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,44.0,98,1,0.0,47,190.0,1136.0,557,36,0.0,761,2490.0,998.0,239,1286.0,5474.0,1525.0,536,8285.0,43309.0
OR,Good Samaritan Regional Medical Center,2015,1,1194.0,469,31,0.0,723,2417.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,56.0,88,1,0.0,53,198.0,1250.0,557,32,0.0,776,2615.0,970.0,247,1331.0,5575.0,1419.0,488,8763.0,45602.0
OR,Good Samaritan Regional Medical Center,2015,2,1177.0,491,31,0.0,815,2514.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,47.0,81,0,0.0,36,164.0,1224.0,572,31,0.0,851,2678.0,923.0,280,1454.0,5769.0,1581.0,554,8965.0,47724.0
OR,Good Samaritan Regional Medical Center,2015,3,1200.0,492,31,0.0,839,2562.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,39.0,87,0,0.0,29,155.0,1239.0,579,31,0.0,868,2717.0,981.0,290,1410.0,5352.0,1488.0,541,8058.0,46223.0
OR,Good Samaritan Regional Medical Center,2015,4,1204.0,469,24,0.0,746,2443.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,43.0,80,1,0.0,44,168.0,1247.0,549,25,0.0,790,2611.0,955.0,251,1409.0,5378.0,1551.0,556,8073.0,46824.0
OR,Good Samaritan Regional Medical Center,2016,1,1157.0,489,38,0.0,765,2449.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,40.0,75,0,0.0,43,158.0,1197.0,564,38,0.0,808,2607.0,949.0,260,1427.0,5668.0,1425.0,551,8143.0,50364.0
OR,Good Samaritan Regional Medical Center,2016,2,1154.0,484,23,0.0,773,2434.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,35.0,78,0,0.0,52,165.0,1189.0,562,23,0.0,825,2599.0,936.0,275,1455.0,5662.0,1471.0,560,8580.0,51579.0
OR,Good Samaritan Regional Medical Center,2016,3,1155.0,454,39,0.0,800,2448.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,39.0,69,2,0.0,44,154.0,1194.0,523,41,0.0,844,2602.0,968.0,282,1450.0,5400.0,1516.0,649,8651.0,49575.0
OR,Good Samaritan Regional Medical Center,2016,4,1093.0,442,36,0.0,793,2364.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,23.0,64,0,0.0,38,125.0,1116.0,506,36,0.0,831,2489.0,859.0,273,1382.0,5468.0,1568.0,699,7801.0,46782.0
OR,Good Samaritan Regional Medical Center,2017,1,1207.0,424,36,0.0,683,2350.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,34.0,67,1,0.0,33,135.0,1241.0,491,37,0.0,716,2485.0,851.0,246,1448.0,5628.0,1553.0,713,7900.0,47912.0
OR,Good Samaritan Regional Medical Center,2017,2,1152.0,454,27,0.0,748,2381.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36.0,51,2,0.0,27,116.0,1188.0,505,29,0.0,775,2497.0,890.0,241,1544.0,5882.0,1617.0,809,8070.0,48165.0
OR,Good Samaritan Regional Medical Center,2017,3,1110.0,455,48,0.0,816,2429.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,25.0,45,1,0.0,30,101.0,1135.0,500,49,0.0,846,2530.0,904.0,291,1362.0,5639.0,1523.0,631,7467.0,45881.0
OR,Good Samaritan Regional Medical Center,2017,4,1087.0,388,34,0.0,681,2190.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,16.0,63,1,0.0,38,118.0,1103.0,451,35,0.0,719,2308.0,869.0,226,1404.0,5632.0,1646.0,794,7102.0,47127.0
OR,Good Samaritan Regional Medical Center,2018,1,1118.0,424,30,0.0,670,2242.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,22.0,67,0,0.0,36,125.0,1140.0,491,30,0.0,706,2367.0,843.0,235,1544.0,6020.0,1779.0,807,7620.0,49240.0
OR,Good Samaritan Regional Medical Center,2018,2,1119.0,412,28,0.0,673,2232.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,27.0,68,0,0.0,42,137.0,1146.0,480,28,0.0,715,2369.0,832.0,244,1534.0,6587.0,1738.0,857,7318.0,49254.0
OR,Good Samaritan Regional Medical Center,2018,3,1038.0,377,33,0.0,707,2155.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,36.0,62,2,0.0,30,130.0,1074.0,439,35,0.0,737,2285.0,836.0,244,1405.0,5726.0,1642.0,798,6593.0,44819.0
OR,Good Samaritan Regional Medical Center,2018,4,1016.0,372,55,0.0,623,2066.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,28.0,52,0,0.0,28,108.0,1044.0,424,55,0.0,651,2174.0,808.0,226,1384.0,5543.0,1689.0,745,7354.0,45457.0
OR,Good Samaritan Regional Medical Center,2019,1,1081.0,378,32,0.0,663,2154.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,23.0,34,1,0.0,29,87.0,1104.0,412,33,0.0,692,2241.0,781.0,204,1568.0,5776.0,1677.0,887,5347.0,43626.0
OR,Good Samaritan Regional Medical Center,2019,2,1060.0,400,36,0.0,696,2192.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,20.0,36,0,0.0,25,81.0,1080.0,436,36,0.0,721,2273.0,880.0,265,1552.0,5884.0,1823.0,924,191.0,39709.0
OR,Good Samaritan Regional Medical Center,2019,3,1069.0,379,30,0.0,706,2184.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,17.0,39,0,0.0,25,81.0,1086.0,418,30,0.0,731,2265.0,833.0,233,1531.0,5640.0,1618.0,871,0.0,37751.0
OR,Good Samaritan Regional Medical Center,2019,4,1118.0,411,35,0.0,732,2296.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,15.0,43,0,0.0,17,75.0,1133.0,454,35,0.0,749,2371.0,867.0,271,1614.0,5865.0,1905.0,865,0.0,39115.0
OR,Good Samaritan Regional Medical Center,2020,1,1133.0,401,32,0.0,684,2250.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,18.0,31,0,0.0,12,61.0,1151.0,432,32,0.0,696,2311.0,744.0,210,1504.0,5566.0,1594.0,722,0.0,37035.0
OR,Good Samaritan Regional Medical Center,2020,2,928.0,392,21,0.0,670,2011.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,16.0,28,0,0.0,24,68.0,944.0,420,21,0.0,694,2079.0,688.0,242,1319.0,3850.0,1047.0,692,0.0,26196.0
OR,Good Samaritan Regional Medical Center,2020,3,1187.0,430,25,0.0,703,2345.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,13.0,24,0,0.0,6,43.0,1200.0,454,25,0.0,709,2388.0,824.0,226,1491.0,4776.0,1546.0,721,0.0,35837.0
OR,Good Samaritan Regional Medical Center,2020,4,1152.0,453,42,0.0,687,2334.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,8.0,17,0,0.0,8,33.0,1160.0,470,42,0.0,695,2367.0,784.0,206,1521.0,4632.0,1675.0,782,0.0,35612.0
OR,Good Samaritan Regional Medical Center,2021,1,1099.0,495,33,591.0,127,2345.0,0,0,0,0.0,0,0,7,15,0,3.0,0,25,9.0,15,0,10.0,0,34.0,1115.0,525,33,604.0,127,2404.0,875.0,224,1555.0,0.0,1745.0,739,0.0,0.0
OR,Good Samaritan Regional Medical Center,2021,2,1126.0,495,27,585.0,90,2323.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,14.0,28,0,8.0,1,51.0,1140.0,523,27,593.0,91,2374.0,830.0,232,1676.0,0.0,1743.0,822,0.0,0.0
OR,Good Samaritan Regional Medical Center,2021,3,1013.0,409,30,584.0,105,2141.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,11.0,19,1,1.0,2,34.0,1024.0,428,31,585.0,107,2175.0,724.0,209,1620.0,0.0,1577.0,688,0.0,0.0
OR,Good Samaritan Regional Medical Center,2021,4,1055.0,430,20,534.0,89,2128.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,12.0,19,0,15.0,1,47.0,1067.0,449,20,549.0,90,2175.0,786.0,219,1595.0,0.0,1615.0,619,0.0,0.0
OR,Good Samaritan Regional Medical Center,2022,1,1058.0,470,14,498.0,96,2136.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,15.0,26,0,16.0,1,58.0,1073.0,496,14,514.0,97,2194.0,806.0,238,1457.0,0.0,1557.0,687,0.0,0.0
OR,Good Samaritan Regional Medical Center,2022,2,1087.0,462,24,509.0,97,2179.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,12.0,25,0,14.0,1,52.0,1099.0,487,24,523.0,98,2231.0,889.0,223,1496.0,0.0,1648.0,698,0.0,0.0
OR,Good Samaritan Regional Medical Center,2022,3,1122.0,427,22,538.0,100,2209.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,10.0,23,0,9.0,0,42.0,1132.0,450,22,547.0,100,2251.0,869.0,261,1540.0,0.0,1607.0,668,0.0,0.0
OR,Good Samaritan Regional Medical Center,2022,4,1142.0,459,26,479.0,106,2212.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,10.0,24,0,3.0,0,37.0,1152.0,483,26,482.0,106,2249.0,867.0,228,1655.0,0.0,1661.0,554,0.0,0.0
OR,Good Samaritan Regional Medical Center,2023,1,1208.0,447,19,457.0,106,2237.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,12.0,15,0,8.0,0,35.0,1220.0,462,19,465.0,106,2272.0,936.0,198,1537.0,0.0,1760.0,649,0.0,0.0
OR,Good Samaritan Regional Medical Center,2023,2,1138.0,486,31,546.0,117,2318.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,13.0,19,0,6.0,1,39.0,1151.0,505,31,552.0,118,2357.0,913.0,237,1650.0,0.0,1880.0,621,0.0,0.0
OR,Good Samaritan Regional Medical Center,2023,3,1091.0,485,27,510.0,91,2204.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,11.0,25,0,13.0,0,49.0,1102.0,510,27,523.0,91,2253.0,881.0,231,1594.0,0.0,1652.0,539,0.0,0.0
OR,Good Samaritan Regional Medical Center,2023,4,1045.0,488,34,537.0,81,2185.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,4.0,23,0,5.0,0,32.0,1049.0,511,34,542.0,81,2217.0,857.0,226,1642.0,0.0,1837.0,725,0.0,0.0
OR,Good Samaritan Regional Medical Center,2024,1,976.0,455,26,496.0,118,2071.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,6.0,19,0,6.0,0,31.0,982.0,474,26,502.0,118,2102.0,787.0,228,1626.0,0.0,1790.0,238,0.0,0.0
OR,Good Samaritan Regional Medical Center,2024,2,1058.0,475,27,591.0,100,2251.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,10.0,26,0,8.0,0,44.0,1068.0,501,27,599.0,100,2295.0,952.0,247,1666.0,0.0,1931.0,56,0.0,0.0
OR,Good Samaritan Regional Medical Center,2024,3,1133.0,484,12,536.0,113,2278.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,9.0,25,1,6.0,0,41.0,1142.0,509,13,542.0,113,2319.0,929.0,237,1622.0,6113.0,1800.0,54,0.0,43013.0
OR,Good Samaritan Regional Medical Center,2024,4,1175.0,488,34,572.0,125,2394.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,13.0,19,0,4.0,0,36.0,1188.0,507,34,576.0,125,2430.0,990.0,245,1616.0,6389.0,1985.0,42,0.0,44538.0
OR,PeaceHealth Cottage Grove Community Medical Center,2007,1,101.0,18,7,0.0,19,145.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,101.0,18,7,0.0,19,145.0,0.0,0,88.0,2740.0,0.0,9,0.0,9064.0
OR,PeaceHealth Cottage Grove Community Medical Center,2007,2,107.0,6,7,0.0,16,136.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,107.0,6,7,0.0,16,136.0,0.0,0,99.0,2824.0,0.0,10,0.0,9172.0
OR,PeaceHealth Cottage Grove Community Medical Center,2007,3,72.0,7,9,0.0,10,98.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,72.0,7,9,0.0,10,98.0,0.0,0,72.0,2868.0,0.0,17,0.0,9305.0
OR,PeaceHealth Cottage Grove Community Medical Center,2007,4,96.0,10,14,0.0,13,133.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,96.0,10,14,0.0,13,133.0,0.0,0,130.0,2645.0,0.0,28,0.0,9352.0
OR,PeaceHealth Cottage Grove Community Medical Center,2008,1,90.0,9,8,0.0,21,128.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,90.0,9,8,0.0,21,128.0,0.0,0,108.0,2810.0,0.0,23,0.0,9693.0
OR,PeaceHealth Cottage Grove Community Medical Center,2008,2,78.0,1,7,0.0,20,106.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,78.0,1,7,0.0,20,106.0,0.0,0,75.0,2853.0,0.0,23,0.0,9299.0
OR,PeaceHealth Cottage Grove Community Medical Center,2008,3,69.0,5,4,0.0,24,102.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,69.0,5,4,0.0,24,102.0,0.0,0,89.0,2960.0,0.0,24,0.0,17728.0
OR,PeaceHealth Cottage Grove Community Medical Center,2008,4,71.0,5,12,0.0,14,102.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,71.0,5,12,0.0,14,102.0,0.0,0,64.0,2594.0,0.0,24,0.0,17678.0
OR,PeaceHealth Cottage Grove Community Medical Center,2009,1,85.0,5,9,0.0,9,108.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,85.0,5,9,0.0,9,108.0,0.0,0,64.0,2652.0,0.0,24,0.0,18980.0
OR,PeaceHealth Cottage Grove Community Medical Center,2009,2,88.0,10,6,0.0,10,114.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,88.0,10,6,0.0,10,114.0,0.0,0,65.0,2890.0,0.0,21,0.0,18904.0
OR,PeaceHealth Cottage Grove Community Medical Center,2009,3,64.0,11,4,0.0,13,92.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,64.0,11,4,0.0,13,92.0,0.0,0,2983.0,2967.0,0.0,17,0.0,10149.0
OR,PeaceHealth Cottage Grove Community Medical Center,2009,4,78.0,9,3,0.0,6,96.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,78.0,9,3,0.0,6,96.0,0.0,0,2804.0,2670.0,0.0,16,0.0,9853.0
OR,PeaceHealth Cottage Grove Community Medical Center,2010,1,95.0,12,9,0.0,9,125.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,95.0,12,9,0.0,9,125.0,0.0,0,2725.0,2840.0,0.0,20,0.0,9955.0
OR,PeaceHealth Cottage Grove Community Medical Center,2010,2,82.0,13,17,0.0,11,123.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,82.0,13,17,0.0,11,123.0,0.0,0,2835.0,2979.0,0.0,17,0.0,10030.0
OR,PeaceHealth Cottage Grove Community Medical Center,2010,3,86.0,12,5,0.0,8,111.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,86.0,12,5,0.0,8,111.0,0.0,0,76.0,2721.0,0.0,16,0.0,9506.0
OR,PeaceHealth Cottage Grove Community Medical Center,2010,4,84.0,17,10,0.0,13,124.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,84.0,17,10,0.0,13,124.0,0.0,0,101.0,2588.0,0.0,33,0.0,9064.0
